target,MAE,RMSE,n_test
temp,0.9969533968727475,1.4410057387730062,768
humidity,3.4597695107117077,5.296346467065019,768
wind_speed,2.327135166170596,3.0177768335450494,768
precipitation,0.11218701510069738,0.25513662907210855,768
precipitation_prob,10.47027568889988,15.801456593776088,768
